"Cognition","Honesty","Communication","Population","Rep","Coop_Ewan","Payout"
"Mini","Free","none",6,50,0.91036717062635,2.86393088552916
"Mini","Free","gossip",7,1,0.909278350515464,2.86185567010309
"Mini","Free","gossip",7,2,0.906185567010309,2.8340206185567
"Mini","Free","gossip",7,3,0.9125,2.81057692307692
"Mini","Free","gossip",7,4,0.914829659318637,2.84569138276553
"Mini","Free","gossip",7,5,0.870201096892139,2.68921389396709
"Mini","Free","gossip",7,6,0.922755741127349,2.86951983298539
"Mini","Free","gossip",7,7,0.91,2.892
"Mini","Free","gossip",7,8,0.927272727272727,2.8979797979798
"Mini","Free","gossip",7,9,0.890396659707724,2.7713987473904
"Mini","Free","gossip",7,10,0.912915851272016,2.8679060665362
"Mini","Free","gossip",7,11,0.885,2.781
"Mini","Free","gossip",7,12,0.90595009596929,2.80230326295585
"Mini","Free","gossip",7,13,0.920600858369099,2.87231759656652
"Mini","Free","gossip",7,14,0.912076271186441,2.83686440677966
"Mini","Free","gossip",7,15,0.890756302521008,2.8140756302521
"Mini","Free","gossip",7,16,0.913967611336032,2.86437246963563
"Mini","Free","gossip",7,17,0.9189453125,2.845703125
"Mini","Free","gossip",7,18,0.918976545842217,2.88912579957356
"Mini","Free","gossip",7,19,0.912065439672802,2.84662576687117
"Mini","Free","gossip",7,20,0.905959031657356,2.84357541899441
"Mini","Free","gossip",7,21,0.898203592814371,2.79041916167665
"Mini","Free","gossip",7,22,0.89176245210728,2.79214559386973
"Mini","Free","gossip",7,23,0.905660377358491,2.76320754716981
"Mini","Free","gossip",7,24,0.925045703839122,2.86106032906764
"Mini","Free","gossip",7,25,0.914230019493177,2.78654970760234
"Mini","Free","gossip",7,26,0.911025145067698,2.81818181818182
"Mini","Free","gossip",7,27,0.890057361376673,2.81835564053537
"Mini","Free","gossip",7,28,0.895833333333333,2.8125
"Mini","Free","gossip",7,29,0.910493827160494,2.77880658436214
"Mini","Free","gossip",7,30,0.908829174664108,2.81861804222649
"Mini","Free","gossip",7,31,0.914736842105263,2.8821052631579
"Mini","Free","gossip",7,32,0.903061224489796,2.84591836734694
"Mini","Free","gossip",7,33,0.882642998027613,2.74852071005917
"Mini","Free","gossip",7,34,0.900925925925926,2.82592592592593
"Mini","Free","gossip",7,35,0.919132149901381,2.88954635108481
"Mini","Free","gossip",7,36,0.898720682302772,2.81556503198294
"Mini","Free","gossip",7,37,0.910018552875696,2.87755102040816
"Mini","Free","gossip",7,38,0.909663865546218,2.84348739495798
"Mini","Free","gossip",7,39,0.9072265625,2.875
"Mini","Free","gossip",7,40,0.92315369261477,2.84830339321357
"Mini","Free","gossip",7,41,0.904672897196262,2.84672897196262
"Mini","Free","gossip",7,42,0.924698795180723,2.83734939759036
"Mini","Free","gossip",7,43,0.944560669456067,2.92468619246862
"Mini","Free","gossip",7,44,0.88477801268499,2.76532769556025
"Mini","Free","gossip",7,45,0.879668049792531,2.77593360995851
"Mini","Free","gossip",7,46,0.90491452991453,2.81730769230769
"Mini","Free","gossip",7,47,0.902534113060429,2.80799220272904
"Mini","Free","gossip",7,48,0.904811715481172,2.8347280334728
"Mini","Free","gossip",7,49,0.904339250493097,2.80571992110454
"Mini","Free","gossip",7,50,0.919587628865979,2.80927835051546
"Mini","Free","none",7,1,0.923387096774194,2.87197580645161
"Mini","Free","none",7,2,0.921267893660532,2.83742331288344
"Mini","Free","none",7,3,0.906311637080868,2.84023668639053
"Mini","Free","none",7,4,0.88996138996139,2.80888030888031
"Mini","Free","none",7,5,0.912121212121212,2.84646464646465
"Mini","Free","none",7,6,0.910750507099391,2.81947261663286
"Mini","Free","none",7,7,0.9,2.7969387755102
"Mini","Free","none",7,8,0.917894736842105,2.82947368421053
"Mini","Free","none",7,9,0.921936758893281,2.91699604743083
"Mini","Free","none",7,10,0.909368635437882,2.79837067209776
"Mini","Free","none",7,11,0.925889328063241,2.92786561264822
"Mini","Free","none",7,12,0.905893536121673,2.86977186311787
"Mini","Free","none",7,13,0.898221343873518,2.83498023715415
"Mini","Free","none",7,14,0.907297830374753,2.81558185404339
"Mini","Free","none",7,15,0.904950495049505,2.86930693069307
"Mini","Free","none",7,16,0.917171717171717,2.88686868686869
"Mini","Free","none",7,17,0.900590551181102,2.82185039370079
"Mini","Free","none",7,18,0.885819521178637,2.79005524861878
"Mini","Free","none",7,19,0.88747553816047,2.75929549902153
"Mini","Free","none",7,20,0.905102040816326,2.83775510204082
"Mini","Free","none",7,21,0.905141843971631,2.85106382978723
"Mini","Free","none",7,22,0.918674698795181,2.83433734939759
"Mini","Free","none",7,23,0.908536585365854,2.79471544715447
"Mini","Free","none",7,24,0.924670433145009,2.92467043314501
"Mini","Free","none",7,25,0.89009900990099,2.76138613861386
"Mini","Free","none",7,26,0.900835073068894,2.82672233820459
"Mini","Free","none",7,27,0.89453125,2.798828125
"Mini","Free","none",7,28,0.929,2.881
"Mini","Free","none",7,29,0.911937377690802,2.80919765166341
"Mini","Free","none",7,30,0.945807770961145,2.95807770961145
"Mini","Free","none",7,31,0.945010183299389,2.9857433808554
"Mini","Free","none",7,32,0.937755102040816,2.94387755102041
"Mini","Free","none",7,33,0.920634920634921,2.85714285714286
"Mini","Free","none",7,34,0.883367139959432,2.72413793103448
"Mini","Free","none",7,35,0.920362903225806,2.83870967741935
"Mini","Free","none",7,36,0.890143737166324,2.77926078028747
"Mini","Free","none",7,37,0.917624521072797,2.88793103448276
"Mini","Free","none",7,38,0.915831663326653,2.90080160320641
"Mini","Free","none",7,39,0.907303370786517,2.83333333333333
"Mini","Free","none",7,40,0.901656314699793,2.78985507246377
"Mini","Free","none",7,41,0.918803418803419,2.84401709401709
"Mini","Free","none",7,42,0.903071017274472,2.82341650671785
"Mini","Free","none",7,43,0.904081632653061,2.81938775510204
"Mini","Free","none",7,44,0.880769230769231,2.79423076923077
"Mini","Free","none",7,45,0.925324675324675,2.90800865800866
"Mini","Free","none",7,46,0.886128364389234,2.7184265010352
"Mini","Free","none",7,47,0.944558521560575,2.94558521560575
"Mini","Free","none",7,48,0.879032258064516,2.66229838709677
"Mini","Free","none",7,49,0.884861407249467,2.76012793176972
"Mini","Free","none",7,50,0.903578528827038,2.84294234592445
"Mini","Free","gossip",8,1,0.912429378531073,2.84463276836158
"Mini","Free","gossip",8,2,0.912667946257198,2.84069097888676
"Mini","Free","gossip",8,3,0.900197628458498,2.79644268774704
"Mini","Free","gossip",8,4,0.914760914760915,2.82536382536383
"Mini","Free","gossip",8,5,0.904320987654321,2.81275720164609
"Mini","Free","gossip",8,6,0.879120879120879,2.78021978021978
"Mini","Free","gossip",8,7,0.91017316017316,2.83116883116883
"Mini","Free","gossip",8,8,0.925,2.87211538461538
"Mini","Free","gossip",8,9,0.925051334702259,2.87166324435318
"Mini","Free","gossip",8,10,0.916846652267819,2.89740820734341
"Mini","Free","gossip",8,11,0.875243664717349,2.73586744639376
"Mini","Free","gossip",8,12,0.890020366598778,2.77800407331976
"Mini","Free","gossip",8,13,0.928423236514523,2.86099585062241
"Mini","Free","gossip",8,14,0.903353057199211,2.82938856015779
"Mini","Free","gossip",8,15,0.912631578947368,2.85157894736842
"Mini","Free","gossip",8,16,0.912213740458015,2.89980916030534
"Mini","Free","gossip",8,17,0.927536231884058,2.88923395445135
"Mini","Free","gossip",8,18,0.90421052631579,2.84105263157895
"Mini","Free","gossip",8,19,0.923872180451128,2.84022556390977
"Mini","Free","gossip",8,20,0.895348837209302,2.79554263565891
"Mini","Free","gossip",8,21,0.920523138832998,2.88832997987928
"Mini","Free","gossip",8,22,0.920856610800745,2.85009310986965
"Mini","Free","gossip",8,23,0.924474187380497,2.86902485659656
"Mini","Free","gossip",8,24,0.885350318471338,2.71019108280255
"Mini","Free","gossip",8,25,0.918406072106262,2.89753320683112
"Mini","Free","gossip",8,26,0.906367041198502,2.84925093632959
"Mini","Free","gossip",8,27,0.906488549618321,2.82538167938931
"Mini","Free","gossip",8,28,0.887368421052632,2.74421052631579
"Mini","Free","gossip",8,29,0.90138067061144,2.79980276134122
"Mini","Free","gossip",8,30,0.927734375,2.8642578125
"Mini","Free","gossip",8,31,0.890748031496063,2.79330708661417
"Mini","Free","gossip",8,32,0.895327102803738,2.80560747663551
"Mini","Free","gossip",8,33,0.924752475247525,2.87425742574257
"Mini","Free","gossip",8,34,0.928857715430862,2.91783567134269
"Mini","Free","gossip",8,35,0.891089108910891,2.80990099009901
"Mini","Free","gossip",8,36,0.929012345679012,2.91049382716049
"Mini","Free","gossip",8,37,0.932291666666667,2.86041666666667
"Mini","Free","gossip",8,38,0.891489361702128,2.8
"Mini","Free","gossip",8,39,0.905138339920949,2.86264822134387
"Mini","Free","gossip",8,40,0.880859375,2.7265625
"Mini","Free","gossip",8,41,0.908695652173913,2.81847826086957
"Mini","Free","gossip",8,42,0.925430210325048,2.86902485659656
"Mini","Free","gossip",8,43,0.900614754098361,2.81352459016393
"Mini","Free","gossip",8,44,0.903885480572597,2.85787321063395
"Mini","Free","gossip",8,45,0.872708757637475,2.76476578411405
"Mini","Free","gossip",8,46,0.906370656370656,2.82625482625483
"Mini","Free","gossip",8,47,0.903,2.82
"Mini","Free","gossip",8,48,0.923395445134576,2.91304347826087
"Mini","Free","gossip",8,49,0.874753451676529,2.71400394477318
"Mini","Free","gossip",8,50,0.889957264957265,2.75961538461538
"Mini","Free","none",8,1,0.919387755102041,2.82755102040816
"Mini","Free","none",8,2,0.884387351778656,2.72826086956522
"Mini","Free","none",8,3,0.919917864476386,2.86755646817248
"Mini","Free","none",8,4,0.898832684824903,2.80350194552529
"Mini","Free","none",8,5,0.900770712909441,2.75337186897881
"Mini","Free","none",8,6,0.907045009784736,2.83463796477495
"Mini","Free","none",8,7,0.910560344827586,2.80818965517241
"Mini","Free","none",8,8,0.876968503937008,2.71948818897638
"Mini","Free","none",8,9,0.92685370741483,2.89579158316633
"Mini","Free","none",8,10,0.890396659707724,2.75678496868476
"Mini","Free","none",8,11,0.885627530364372,2.76923076923077
"Mini","Free","none",8,12,0.911885245901639,2.83606557377049
"Mini","Free","none",8,13,0.902625820568928,2.82275711159737
"Mini","Free","none",8,14,0.923326133909287,2.89956803455724
"Mini","Free","none",8,15,0.910493827160494,2.81069958847737
"Mini","Free","none",8,16,0.898809523809524,2.80952380952381
"Mini","Free","none",8,17,0.910677618069815,2.86652977412731
"Mini","Free","none",8,18,0.891949152542373,2.78389830508475
"Mini","Free","none",8,19,0.945796460176991,2.94911504424779
"Mini","Free","none",8,20,0.873417721518987,2.76793248945148
"Mini","Free","none",8,21,0.916173570019724,2.83925049309665
"Mini","Free","none",8,22,0.91497975708502,2.93117408906883
"Mini","Free","none",8,23,0.877510040160643,2.82630522088353
"Mini","Free","none",8,24,0.893968871595331,2.74805447470817
"Mini","Free","none",8,25,0.883399209486166,2.72727272727273
"Mini","Free","none",8,26,0.926751592356688,2.83651804670913
"Mini","Free","none",8,27,0.915841584158416,2.84851485148515
"Mini","Free","none",8,28,0.898422090729783,2.84122287968442
"Mini","Free","none",8,29,0.918067226890756,2.85714285714286
"Mini","Free","none",8,30,0.905050505050505,2.90707070707071
"Mini","Free","none",8,31,0.891489361702128,2.83936170212766
"Mini","Free","none",8,32,0.901020408163265,2.79897959183673
"Mini","Free","none",8,33,0.887368421052632,2.73789473684211
"Mini","Free","none",8,34,0.915650406504065,2.85569105691057
"Mini","Free","none",8,35,0.917127071823204,2.86648250460405
"Mini","Free","none",8,36,0.900428265524625,2.82441113490364
"Mini","Free","none",8,37,0.878352490421456,2.77969348659004
"Mini","Free","none",8,38,0.896078431372549,2.77450980392157
"Mini","Free","none",8,39,0.937629937629938,2.94178794178794
"Mini","Free","none",8,40,0.891566265060241,2.82329317269076
"Mini","Free","none",8,41,0.897142857142857,2.81714285714286
"Mini","Free","none",8,42,0.897920604914934,2.79584120982987
"Mini","Free","none",8,43,0.911290322580645,2.81451612903226
"Mini","Free","none",8,44,0.903883495145631,2.79126213592233
"Mini","Free","none",8,45,0.90188679245283,2.81698113207547
"Mini","Free","none",8,46,0.852427184466019,2.62038834951456
"Mini","Free","none",8,47,0.902040816326531,2.84489795918367
"Mini","Free","none",8,48,0.887949260042283,2.80021141649049
"Mini","Free","none",8,49,0.897750511247444,2.81901840490798
"Mini","Free","none",8,50,0.909282700421941,2.80590717299578
"Mini","Free","gossip",9,1,0.919456066945607,2.88807531380753
"Mini","Free","gossip",9,2,0.875,2.7489406779661
"Mini","Free","gossip",9,3,0.914092664092664,2.86100386100386
"Mini","Free","gossip",9,4,0.916666666666667,2.86316872427984
"Mini","Free","gossip",9,5,0.946787148594378,2.9578313253012
"Mini","Free","gossip",9,6,0.926275992438563,2.87334593572779
"Mini","Free","gossip",9,7,0.906903765690377,2.8336820083682
"Mini","Free","gossip",9,8,0.9,2.867
"Mini","Free","gossip",9,9,0.901529636711281,2.8565965583174
"Mini","Free","gossip",9,10,0.924731182795699,2.91397849462366
"Mini","Free","gossip",9,11,0.899430740037951,2.83017077798861
"Mini","Free","gossip",9,12,0.889320388349515,2.75631067961165
"Mini","Free","gossip",9,13,0.928111587982833,2.88412017167382
"Mini","Free","gossip",9,14,0.924038461538462,2.84519230769231
"Mini","Free","gossip",9,15,0.91812865497076,2.83430799220273
"Mini","Free","gossip",9,16,0.903092783505155,2.84536082474227
"Mini","Free","gossip",9,17,0.925646551724138,2.85668103448276
"Mini","Free","gossip",9,18,0.924145299145299,2.81410256410256
"Mini","Free","gossip",9,19,0.898622047244094,2.80511811023622
"Mini","Free","gossip",9,20,0.92354124748491,2.83199195171026
"Mini","Free","gossip",9,21,0.911819887429644,2.78048780487805
"Mini","Free","gossip",9,22,0.929166666666667,2.90833333333333
"Mini","Free","gossip",9,23,0.891447368421053,2.80263157894737
"Mini","Free","gossip",9,24,0.917,2.838
"Mini","Free","gossip",9,25,0.913690476190476,2.87301587301587
"Mini","Free","gossip",9,26,0.870229007633588,2.70706106870229
"Mini","Free","gossip",9,27,0.906015037593985,2.83270676691729
"Mini","Free","gossip",9,28,0.9111328125,2.830078125
"Mini","Free","gossip",9,29,0.911025145067698,2.85589941972921
"Mini","Free","gossip",9,30,0.914807302231237,2.89452332657201
"Mini","Free","gossip",9,31,0.916666666666667,2.85077519379845
"Mini","Free","gossip",9,32,0.90495867768595,2.87190082644628
"Mini","Free","gossip",9,33,0.908119658119658,2.84294871794872
"Mini","Free","gossip",9,34,0.908730158730159,2.78472222222222
"Mini","Free","gossip",9,35,0.908183632734531,2.82435129740519
"Mini","Free","gossip",9,36,0.914230019493177,2.82846003898635
"Mini","Free","gossip",9,37,0.924299065420561,2.89345794392523
"Mini","Free","gossip",9,38,0.932539682539683,2.90873015873016
"Mini","Free","gossip",9,39,0.916179337231969,2.86744639376218
"Mini","Free","gossip",9,40,0.92156862745098,2.88235294117647
"Mini","Free","gossip",9,41,0.919565217391304,2.96195652173913
"Mini","Free","gossip",9,42,0.911591355599214,2.81041257367387
"Mini","Free","gossip",9,43,0.897644927536232,2.83967391304348
"Mini","Free","gossip",9,44,0.896341463414634,2.76829268292683
"Mini","Free","gossip",9,45,0.907045009784736,2.82191780821918
"Mini","Free","gossip",9,46,0.915236051502146,2.81652360515021
"Mini","Free","gossip",9,47,0.870707070707071,2.73737373737374
"Mini","Free","gossip",9,48,0.902922755741127,2.83716075156576
"Mini","Free","gossip",9,49,0.898947368421053,2.80631578947368
"Mini","Free","gossip",9,50,0.924271844660194,2.86796116504854
"Mini","Free","none",9,1,0.929672447013488,2.91136801541426
"Mini","Free","none",9,2,0.911157024793388,2.84917355371901
"Mini","Free","none",9,3,0.895661157024793,2.79545454545455
"Mini","Free","none",9,4,0.882663847780127,2.67547568710359
"Mini","Free","none",9,5,0.908602150537634,2.86451612903226
"Mini","Free","none",9,6,0.893787575150301,2.80561122244489
"Mini","Free","none",9,7,0.909001956947162,2.87866927592955
"Mini","Free","none",9,8,0.926229508196721,2.87295081967213
"Mini","Free","none",9,9,0.92914979757085,2.8663967611336
"Mini","Free","none",9,10,0.905797101449275,2.80434782608696
"Mini","Free","none",9,11,0.9125,2.853125
"Mini","Free","none",9,12,0.901606425702811,2.85140562248996
"Mini","Free","none",9,13,0.914256198347108,2.79442148760331
"Mini","Free","none",9,14,0.901622718052738,2.81541582150101
"Mini","Free","none",9,15,0.902335456475584,2.84076433121019
"Mini","Free","none",9,16,0.903397027600849,2.84076433121019
"Mini","Free","none",9,17,0.925855513307985,2.94201520912548
"Mini","Free","none",9,18,0.915315315315315,2.83423423423423
"Mini","Free","none",9,19,0.9,2.78316831683168
"Mini","Free","none",9,20,0.907975460122699,2.8241308793456
"Mini","Free","none",9,21,0.898550724637681,2.83850931677019
"Mini","Free","none",9,22,0.899793388429752,2.8047520661157
"Mini","Free","none",9,23,0.906976744186046,2.79175475687104
"Mini","Free","none",9,24,0.903474903474903,2.83976833976834
"Mini","Free","none",9,25,0.920038535645472,2.87090558766859
"Mini","Free","none",9,26,0.916051660516605,2.84686346863469
"Mini","Free","none",9,27,0.914110429447853,2.81697341513292
"Mini","Free","none",9,28,0.924586776859504,2.8646694214876
"Mini","Free","none",9,29,0.907,2.819
"Mini","Free","none",9,30,0.88376753507014,2.78056112224449
"Mini","Free","none",9,31,0.926247288503254,2.83188720173536
"Mini","Free","none",9,32,0.920634920634921,2.90674603174603
"Mini","Free","none",9,33,0.8974609375,2.8291015625
"Mini","Free","none",9,34,0.895161290322581,2.76108870967742
"Mini","Free","none",9,35,0.912065439672802,2.85378323108384
"Mini","Free","none",9,36,0.905982905982906,2.83547008547009
"Mini","Free","none",9,37,0.897959183673469,2.8330241187384
"Mini","Free","none",9,38,0.920664206642066,2.85608856088561
"Mini","Free","none",9,39,0.908510638297872,2.84255319148936
"Mini","Free","none",9,40,0.906183368869936,2.84221748400853
"Mini","Free","none",9,41,0.869140625,2.6865234375
"Mini","Free","none",9,42,0.905857740585774,2.86924686192469
"Mini","Free","none",9,43,0.916155419222904,2.83231083844581
"Mini","Free","none",9,44,0.911646586345382,2.83232931726908
"Mini","Free","none",9,45,0.915289256198347,2.83471074380165
"Mini","Free","none",9,46,0.917165668662675,2.88822355289421
"Mini","Free","none",9,47,0.92184368737475,2.88076152304609
"Mini","Free","none",9,48,0.919839679358718,2.8687374749499
"Mini","Free","none",9,49,0.907442748091603,2.82729007633588
"Mini","Free","none",9,50,0.876415094339623,2.70471698113208
"Mini","Free","gossip",10,1,0.899581589958159,2.81799163179916
"Mini","Free","gossip",10,2,0.906852248394004,2.85224839400428
"Mini","Free","gossip",10,3,0.925,2.904
"Mini","Free","gossip",10,4,0.86897880539499,2.78901734104046
"Mini","Free","gossip",10,5,0.912264150943396,2.81132075471698
"Mini","Free","gossip",10,6,0.903292181069959,2.80246913580247
"Mini","Free","gossip",10,7,0.91683569979716,2.84584178498986
"Mini","Free","gossip",10,8,0.944331983805668,2.91497975708502
"Mini","Free","gossip",10,9,0.898809523809524,2.78769841269841
"Mini","Free","gossip",10,10,0.914259927797834,2.81768953068592
"Mini","Free","gossip",10,11,0.909919028340081,2.8421052631579
"Mini","Free","gossip",10,12,0.895424836601307,2.7875816993464
"Mini","Free","gossip",10,13,0.929936305732484,2.9171974522293
"Mini","Free","gossip",10,14,0.888308977035491,2.79227557411273
"Mini","Free","gossip",10,15,0.9,2.77766990291262
"Mini","Free","gossip",10,16,0.901590457256461,2.82007952286282
"Mini","Free","gossip",10,17,0.88663967611336,2.73785425101215
"Mini","Free","gossip",10,18,0.915851272015656,2.84246575342466
"Mini","Free","gossip",10,19,0.919925512104283,2.89478584729981
"Mini","Free","gossip",10,20,0.901544401544402,2.8484555984556
"Mini","Free","gossip",10,21,0.895791583166333,2.80260521042084
"Mini","Free","gossip",10,22,0.891865079365079,2.77777777777778
"Mini","Free","gossip",10,23,0.868972746331237,2.74947589098532
"Mini","Free","gossip",10,24,0.891992551210428,2.77839851024209
"Mini","Free","gossip",10,25,0.909183673469388,2.78571428571429
"Mini","Free","gossip",10,26,0.887265135699374,2.71920668058455
"Mini","Free","gossip",10,27,0.910546139359699,2.82580037664783
"Mini","Free","gossip",10,28,0.913690476190476,2.80753968253968
"Mini","Free","gossip",10,29,0.87737843551797,2.70084566596194
"Mini","Free","gossip",10,30,0.904094827586207,2.84051724137931
"Mini","Free","gossip",10,31,0.884072580645161,2.74596774193548
"Mini","Free","gossip",10,32,0.900943396226415,2.79056603773585
"Mini","Free","gossip",10,33,0.932539682539683,2.90277777777778
"Mini","Free","gossip",10,34,0.91635687732342,2.87639405204461
"Mini","Free","gossip",10,35,0.921359223300971,2.91747572815534
"Mini","Free","gossip",10,36,0.904,2.851
"Mini","Free","gossip",10,37,0.906796116504854,2.84271844660194
"Mini","Free","gossip",10,38,0.905172413793103,2.80268199233716
"Mini","Free","gossip",10,39,0.909853249475891,2.86268343815514
"Mini","Free","gossip",10,40,0.905714285714286,2.76952380952381
"Mini","Free","gossip",10,41,0.922832980972516,2.85200845665962
"Mini","Free","gossip",10,42,0.890120967741935,2.75100806451613
"Mini","Free","gossip",10,43,0.913949275362319,2.84329710144928
"Mini","Free","gossip",10,44,0.91351888667992,2.84493041749503
"Mini","Free","gossip",10,45,0.904854368932039,2.78349514563107
"Mini","Free","gossip",10,46,0.906126482213439,2.83201581027668
"Mini","Free","gossip",10,47,0.908906882591093,2.86032388663968
"Mini","Free","gossip",10,48,0.89344262295082,2.84323770491803
"Mini","Free","gossip",10,49,0.904135338345865,2.80921052631579
"Mini","Free","gossip",10,50,0.919540229885058,2.87931034482759
"Mini","Free","none",10,1,0.918287937743191,2.90272373540856
"Mini","Free","none",10,2,0.916149068322981,2.7888198757764
"Mini","Free","none",10,3,0.920696324951644,2.79400386847195
"Mini","Free","none",10,4,0.893536121673004,2.76045627376426
"Mini","Free","none",10,5,0.923404255319149,2.89148936170213
"Mini","Free","none",10,6,0.907894736842105,2.83662280701754
"Mini","Free","none",10,7,0.923449612403101,2.87015503875969
"Mini","Free","none",10,8,0.905378486055777,2.81972111553785
"Mini","Free","none",10,9,0.891650099403579,2.81709741550696
"Mini","Free","none",10,10,0.906730769230769,2.84711538461538
"Mini","Free","none",10,11,0.902040816326531,2.85918367346939
"Mini","Free","none",10,12,0.880855397148676,2.75356415478615
"Mini","Free","none",10,13,0.921548117154812,2.90585774058577
"Mini","Free","none",10,14,0.893181818181818,2.82727272727273
"Mini","Free","none",10,15,0.879,2.714
"Mini","Free","none",10,16,0.918326693227092,2.84561752988048
"Mini","Free","none",10,17,0.888446215139442,2.83366533864542
"Mini","Free","none",10,18,0.905458089668616,2.81384015594542
"Mini","Free","none",10,19,0.91505376344086,2.87956989247312
"Mini","Free","none",10,20,0.885330578512397,2.71074380165289
"Mini","Free","none",10,21,0.898843930635838,2.82466281310212
"Mini","Free","none",10,22,0.936863543788187,2.90122199592668
"Mini","Free","none",10,23,0.905325443786982,2.81952662721893
"Mini","Free","none",10,24,0.911025145067698,2.81721470019342
"Mini","Free","none",10,25,0.917870036101083,2.87454873646209
"Mini","Free","none",10,26,0.910677618069815,2.86242299794661
"Mini","Free","none",10,27,0.925688073394495,2.9045871559633
"Mini","Free","none",10,28,0.90081799591002,2.79038854805726
"Mini","Free","none",10,29,0.910958904109589,2.8307240704501
"Mini","Free","none",10,30,0.90205223880597,2.87779850746269
"Mini","Free","none",10,31,0.918556701030928,2.85876288659794
"Mini","Free","none",10,32,0.894572025052192,2.81002087682672
"Mini","Free","none",10,33,0.907051282051282,2.8215811965812
"Mini","Free","none",10,34,0.895049504950495,2.81188118811881
"Mini","Free","none",10,35,0.905587668593449,2.72543352601156
"Mini","Free","none",10,36,0.892086330935252,2.77428057553957
"Mini","Free","none",10,37,0.923228346456693,2.89370078740157
"Mini","Free","none",10,38,0.930139720558882,2.9690618762475
"Mini","Free","none",10,39,0.92094861660079,2.92193675889328
"Mini","Free","none",10,40,0.905241935483871,2.79838709677419
"Mini","Free","none",10,41,0.902777777777778,2.83134920634921
"Mini","Free","none",10,42,0.929752066115702,2.9504132231405
"Mini","Free","none",10,43,0.905622489959839,2.8995983935743
"Mini","Free","none",10,44,0.897357723577236,2.77337398373984
"Mini","Free","none",10,45,0.904901960784314,2.82647058823529
"Mini","Free","none",10,46,0.891684901531729,2.87308533916849
"Mini","Free","none",10,47,0.898785425101215,2.82287449392713
"Mini","Free","none",10,48,0.930693069306931,2.9049504950495
"Mini","Free","none",10,49,0.903738317757009,2.8214953271028
"Mini","Free","none",10,50,0.927402862985685,2.82617586912065
